,city,icao,lat,lon,name,state,LL,JA
534,Baraboo,KDLL,43.52270126,-89.77020264,Baraboo Wisconsin Dells Airport,Wisconsin,3.89,3.49
535,Dillon,KDLN,45.2554016113,-112.5530014038,Dillon Airport,Montana,5.98,4.40
536,Delano,KDLO,35.7456016541,-119.2369995117,Delano Municipal Airport,California,5.00,4.45
537,The Dalles,KDLS,45.6184997559,-121.1669998169,Columbia Gorge Regional the Dalles Municipal Airport,Washington,3.75,3.85
538,Delaware,KDLZ,40.2797012329,-83.1147994995,Delaware Municipal Airport,Ohio,5.19,3.25
539,Deming,KDMN,32.262298584,-107.7210006714,Deming Municipal Airport,New-Mexico,3.90,3.50
540,Sedalia,KDMO,38.7074012756,-93.1759033203,Sedalia Memorial Airport,Missouri,4.19,3.55
541,Westminster,KDMW,39.60829926,-77.00769806,Carroll County Regional Jack B Poage Field,Maryland,4.11,4.86
542,Augusta,KDNL,33.4664993286,-82.0393981934,Daniel Field,Georgia,3.89,3.25
543,Dalton,KDNN,34.72290039,-84.87020111,Dalton Municipal Airport,Georgia,3.99,3.49
544,Denison,KDNS,41.9864006,-95.38069916,Denison Municipal Airport,Iowa,3.53,N/A
545,Danville,KDNV,40.19919968,-87.59590149,Vermilion Regional Airport,Illinois,4.07,3.90
546,Chicago/West Chicago,KDPA,41.90779877,-88.24859619,Dupage Airport,Illinois,4.46,4.33
547,Kenansville,KDPL,35.00009918,-77.98169708,Duplin County Airport,North-Carolina,N/A,3.59
548,Douglas,KDQH,31.4766998291,-82.860496521,Douglas Municipal Airport,Arizona,4.25,3.80
549,De Ridder,KDRI,30.8316993713,-93.3398971558,Beauregard Regional Airport,Louisiana,3.50,4.21
550,Durango,KDRO,37.1515007019,-107.753997803,Durango La Plata County Airport,Colorado,5.98,6.25
551,Del Rio,KDRT,29.3742008209,-100.927001953,Del Rio International Airport,Texas,3.98,3.71
552,Des Moines,KDSM,41.5340003967,-93.6631011963,Des Moines International Airport,Iowa,3.75,3.00
553,Delta,KDTA,39.3805999756,-112.508003235,Delta Municipal Airport,Utah,4.20,3.65
554,Detroit Lakes,KDTL,46.82519913,-95.88569641,Detroit Lakes Airport - Wething Field,Minnesota,4.25,4.25
555,Shreveport,KDTN,32.5401992798,-93.7450027466,Shreveport Downtown Airport,Louisiana,3.64,2.86
556,Denton,KDTO,33.2006988525,-97.1979980469,Denton Municipal Airport,Texas,4.19,4.18
557,Destin,KDTS,30.40010071,-86.47149658,Destin Fort Walton Beach Airport,Florida,4.25,3.95
558,Detroit,KDTW,42.2123985291,-83.3534011841,Detroit Metropolitan Wayne County Airport,Michigan,7.78,7.04
559,Durant,KDUA,33.942298890000004,-96.39450073,Eaker Field,Oklahoma,3.98,2.67
560,Duncan,KDUC,34.47090149,-97.9598999,Halliburton Field,Oklahoma,3.96,2.69
561,Douglas Bisbee,KDUG,31.4689998627,-109.603996277,Bisbee Douglas International Airport,Arizona,4.95,4.75
562,Dubois,KDUJ,41.17829895,-78.8986969,DuBois Regional Airport,Pennsylvania,5.35,4.75
563,Dumas,KDUX,35.8578987122,-102.0130004883,Moore County Airport,Texas,N/A,1.80
564,Danville,KDVK,37.5778999329,-84.7696990967,Stuart Powell Field,Kentucky,3.89,3.29
565,Devils Lake,KDVL,48.11420059,-98.90879822,Devils Lake Regional Airport,North-Dakota,4.50,4.50
566,Davenport,KDVN,41.61029816,-90.58830261,Davenport Municipal Airport,Iowa,3.67,4.00
567,Novato,KDVO,38.1436004639,-122.5559997559,Gnoss Field,California,4.60,3.85
568,Phoenix,KDVT,33.6883010864,-112.083000183,Phoenix Deer Valley Airport,Arizona,5.44,5.39
569,Davis/Woodland/Winters,KDWA,38.57910156,-121.8570023,Yolo County Davis Woodland Winters Airport,California,4.89,4.50
570,Houston,KDWH,30.0618000031,-95.5528030396,David Wayne Hooks Memorial Airport,Texas,4.00,3.50
571,Ashland,KDWU,38.5545005798,-82.7379989624,Ashland Regional Airport,Kentucky,4.30,3.99
572,Dexter,KDXE,36.77750015,-89.94120026,Dexter Municipal Airport,Missouri,3.95,3.00
573,Danbury,KDXR,41.3714981079,-73.4822006226,Danbury Municipal Airport,Connecticut,4.51,2.80
574,Demopolis,KDYA,32.4637985229,-87.9541015625,Demopolis Municipal Airport,Alabama,4.20,3.80
575,Summerville,KDYB,33.0634002686,-80.279296875,Summerville Airport,South-Carolina,4.73,4.35
576,Doylestown,KDYL,40.3330001831,-75.1222991943,Doylestown Airport,Pennsylvania,4.89,4.50
577,Dyersburg,KDYR,35.9980010986,-89.4066009521,Dyersburg Regional Airport,Tennessee,3.79,3.85
578,Horseshoe Bay,KDZB,30.52709961,-98.35870361,Horseshoe Bay Resort Airpark,Texas,5.24,4.74
579,Blairsville,KDZJ,34.8550987244,-83.9969024658,Blairsville Airport,Georgia,3.94,N/A
580,Andrews,KE11,32.3311004639,-102.5299987793,Andrews County Airport,Texas,3.16,3.00
581,Espanola,KE14,36.0299987793,-106.04599762,Ohkay Owingeh Airport,New-Mexico,4.40,4.00
582,San Martin,KE16,37.08160019,-121.5970001,South County Airport of Santa Clara County Airport,California,4.60,4.79
583,Wickenburg,KE25,33.96889877,-112.7990036,Wickenburg Municipal Airport,Arizona,4.00,4.45
584,Alpine,KE38,30.3841991425,-103.683998108,Alpine Casparis Municipal Airport,Texas,4.51,2.96
585,Vega,KE52,35.2319984436,-102.3990020752,Oldham County Airport,Texas,3.30,3.10
586,Denver City,KE57,32.9751014709,-102.8420028687,Denver City Airport,Texas,5.20,5.20
587,Eloy,KE60,32.8069992065,-111.5869979858,Eloy Municipal Airport,Arizona,4.75,3.75
588,Benson,KE95,31.9997005463,-110.3570022583,Benson Municipal Airport,Arizona,4.75,5.25
589,Kearney,KEAR,40.72700119,-99.00679779,Kearney Regional Airport,Nebraska,4.49,3.79
590,Wenatchee,KEAT,47.3988990784,-120.2070007324,Pangborn Memorial Airport,Washington,5.04,3.63
591,Eau Claire,KEAU,44.8657989502,-91.4842987061,Chippewa Valley Regional Airport,Wisconsin,4.62,4.42
592,Edinburg,KEBG,26.44169998,-98.12220001,South Texas International At Edinburg Airport,Texas,2.94,2.32
593,Webster City,KEBS,42.43659973,-93.86889648,Webster City Municipal Airport,Iowa,4.50,3.20
594,Elizabeth City,KECG,36.26060104,-76.17459869,Elizabeth City Regional Airport & Coast Guard Air Station,North-Carolina,3.89,3.70
595,Panama City Beach,KECP,30.3417,-85.7973,Northwest Florida Beaches International Airport,Florida,4.25,3.90
596,Newcastle,KECS,43.8853988647,-104.3180007935,Mondell Field,Wyoming,4.98,4.46
597,Austin,KEDC,30.4000778,-97.5760335,Austin Executive Airport,Texas,4.90,5.20
598,Edenton,KEDE,36.0276985168,-76.5671005249,Northeastern Regional Airport,North-Carolina,N/A,3.92
599,Bellefontaine,KEDJ,40.37229919,-83.81900024,Bellefontaine Regional Airport,Ohio,4.00,3.50
600,Enterprise,KEDN,31.29969978,-85.89990234,Enterprise Municipal Airport,Alabama,3.27,2.35
601,Needles,KEED,34.7663002014,-114.6230010986,Needles Airport,California,4.99,4.75
602,Keene,KEEN,42.898399353,-72.2707977295,Dillant Hopkins Airport,New-Hampshire,4.55,4.50
603,Meeker,KEEO,40.0488014221,-107.8860015869,Meeker Airport,Colorado,5.03,5.03
604,Alabaster,KEET,33.17699814,-86.78279877,Shelby County Airport,Alabama,3.80,4.15
605,Belle Fourche,KEFC,44.73419952,-103.8619995,Belle Fourche Municipal Airport,South-Dakota,4.70,4.17
606,Houston,KEFD,29.6072998047,-95.1587982178,Ellington Field,Connecticut,5.58,4.68
607,Newport,KEFK,44.8888015747,-72.2292022705,Newport State Airport,Vermont,3.85,3.69
608,Monroe,KEFT,42.6148986816,-89.5904006958,Monroe Municipal Airport,Wisconsin,3.00,2.70
609,Eagle,KEGE,39.64260101,-106.9179993,Eagle County Regional Airport,Colorado,4.42,3.74
610,Wellington,KEGT,37.323600769,-97.3882980347,Wellington Municipal Airport,Kansas,N/A,3.10
611,Eagle River,KEGV,45.9323005676,-89.2683029175,Eagle River Union Airport,Wisconsin,4.25,3.30
612,Shelby,KEHO,35.25559998,-81.60099792,Shelby-Cleveland County Regional Airport,North-Carolina,4.25,3.75
613,Henderson,KEHR,37.80780029,-87.68569946,Henderson City County Airport,Kentucky,5.10,4.98
614,Erie,KEIK,40.0102005005,-105.047996521,Erie Municipal Airport,Colorado,3.80,3.23
615,Elkhart,KEKM,41.7193984985,-86.0031967163,Elkhart Municipal Airport,Indiana,4.00,3.89
616,Elko,KEKO,40.8249015808,-115.7919998169,Elko Regional Airport,Nevada,4.25,3.99
617,Ennis,KEKS,45.27180099,-111.6490021,Ennis Big Sky Airport,Montana,4.49,4.20
618,Elizabethtown,KEKX,37.686000824,-85.9250030518,Addington Field,Kentucky,4.40,4.25
619,Bessemer,KEKY,33.31290054,-86.92590332,Bessemer Airport,Alabama,4.48,4.59
620,Eagle Lake,KELA,29.6005992889,-96.3218994141,Eagle Lake Airport,Texas,3.24,3.05
621,El Dorado,KELD,33.2210006714,-92.8133010864,South Arkansas Regional At Goodwin Field,Arkansas,3.10,3.15
622,Elk City,KELK,35.43080139,-99.39430237,Elk City Regional Business Airport,Oklahoma,3.80,3.02
623,Elmira/Corning,KELM,42.1599006653,-76.8916015625,Elmira Corning Regional Airport,New-York,4.99,4.85
624,Ellensburg,KELN,47.03300095,-120.5309982,Bowers Field,Washington,4.89,4.37
625,Ely,KELO,47.82450104,-91.83070374,Ely Municipal Airport,Minnesota,4.95,4.95
626,El Paso,KELP,31.80719948,-106.3779984,El Paso International Airport,Texas,4.49,3.95
627,Kemmerer,KEMM,41.8241004944,-110.5569992065,Kemmerer Municipal Airport,Wyoming,5.11,3.82
628,El Monte,KEMT,34.086101532,-118.0350036621,El Monte Airport,California,4.99,3.99
629,Centralia,KENL,38.5150985718,-89.0911026001,Centralia Municipal Airport,Illinois,5.17,3.83
630,Wendover,KENV,40.7187004089,-114.03099823,Wendover Airport,Utah,4.50,3.55
631,Kenosha,KENW,42.59569931,-87.92780304,Kenosha Regional Airport,Wisconsin,3.97,2.77
632,Neosho,KEOS,36.810798645,-94.3917007446,Neosho Hugh Robinson Airport,Missouri,2.92,3.50
633,Eastport,KEPM,44.9100990295,-67.0127029419,Eastport Municipal Airport,Maine,4.45,4.72
634,Monroe,KEQY,35.01879883,-80.62020111,Charlotte-Monroe Executive Airport,North-Carolina,3.90,3.90
635,Erie,KERI,42.0831270134,-80.1738667488,Erie International Tom Ridge Field,Pennsylvania,5.15,3.40
636,Kerrville,KERV,29.9766998291,-99.0857009888,Kerrville Municipal Louis Schreiner Field,Texas,3.50,3.45
637,Newberry,KERY,46.3111991882,-85.4572982788,Luce County Airport,Michigan,5.25,4.00
638,Escanaba,KESC,45.7226982117,-87.0936965942,Delta County Airport,Michigan,4.99,4.69
639,Alexandria,KESF,31.3948993683,-92.2957992554,Esler Regional Airport,Louisiana,3.15,3.76
640,Easton,KESN,38.8041992188,-76.0690002441,Easton Newnam Field,Maryland,4.50,3.10
641,West Bend,KETB,43.4221992493,-88.1278991699,West Bend Municipal Airport,Wisconsin,3.92,3.79
642,Eastland,KETN,32.4135017395,-98.8097991943,Eastland Municipal Airport,Texas,N/A,3.20
643,Eufaula,KEUF,31.9512996674,-85.1288986206,Weedon Field,Alabama,4.00,4.30
644,Eugene,KEUG,44.1245994568,-123.2119979858,Mahlon Sweet Field,Oregon,5.10,4.62
645,Caldwell,KEUL,43.64189911,-116.6360016,Caldwell Industrial Airport,Idaho,4.40,4.10
646,New Smyrna Beach,KEVB,29.0557003021,-80.9488983154,New Smyrna Beach Municipal Airport,Florida,5.02,5.18
647,Eveleth,KEVM,47.42509842,-92.49849701,Eveleth Virginia Municipal Airport,Minnesota,3.90,3.25
648,Maryville,KEVU,40.35250092,-94.91500092,Northwest Missouri Regional Airport,Missouri,4.17,3.73
649,Evansville,KEVV,38.0369987488,-87.5324020386,Evansville Regional Airport,Indiana,5.40,5.40
650,Evanston,KEVW,41.27479935,-111.0350037,Evanston-Uinta County Airport-Burns Field,Wyoming,3.95,3.30
651,Middletown,KEVY,39.520401001,-75.7203979492,Summit Airport,Delaware,4.91,4.99
652,New Bedford,KEWB,41.6761016846,-70.9569015503,New Bedford Regional Airport,Massachusetts,5.40,4.25
653,New Bern,KEWN,35.0730018616,-77.0429000854,Coastal Carolina Regional Airport,North-Carolina,5.15,4.80
654,Newark,KEWR,40.6925010681,-74.1687011719,Newark Liberty International Airport,New-Jersey,6.82,6.09
655,Lexington,KEXX,35.7811012268,-80.3038024902,Davidson County Airport,North-Carolina,3.65,3.25
656,Indianapolis,KEYE,39.8306999207,-86.2944030762,Eagle Creek Airpark,Indiana,4.55,4.30
657,Key West,KEYW,24.5561008453,-81.7595977783,Key West International Airport,Florida,6.92,6.00
658,Fredericksburg,KEZF,38.2667999268,-77.4492034912,Shannon Airport,Virginia,3.99,3.69
659,Eastman,KEZM,32.2141990662,-83.1279983521,Heart of Georgia Regional Airport,Georgia,N/A,4.19
660,Vernon,KF05,34.2257003784,-99.2837982178,Wilbarger County Airport,Texas,3.20,3.75
661,Center,KF17,31.8316001892,-94.1564025879,Center Municipal Airport,Texas,3.99,3.85
662,Ennis,KF41,32.32970047,-96.6639022827,Ennis Municipal Airport,Texas,3.05,2.59
663,West Palm Beach,KF45,26.84440041,-80.22129822,North Palm Beach County General Aviation Airport,Florida,4.75,6.31
664,Slaton,KF49,33.4847984314,-101.6610031128,Slaton Municipal Airport,Texas,3.25,2.90
665,Winnsboro,KF51,32.9388008118,-95.2789001465,Winnsboro Municipal Airport,Texas,4.36,4.04
666,Mount Vernon,KF53,33.215400700000004,-95.23739624,Franklin County Airport,Texas,4.09,3.80
667,Murrieta/Temecula,KF70,33.5741996765,-117.1279983521,French Valley Airport,California,3.70,2.89
668,Lubbock,KF82,33.48559952,-101.8130035,Town & Country Airpark,Texas,3.65,2.85
669,Farmington,KFAM,37.76110077,-90.4285965,Farmington Regional Airport,Missouri,N/A,2.75
670,Fargo,KFAR,46.9207000732,-96.8158035278,Hector International Airport,North-Dakota,4.78,4.56
671,Fresno,KFAT,36.7761993408,-119.7180023193,Fresno Yosemite International Airport,California,5.39,3.99
672,Fayetteville,KFAY,34.9911994934,-78.8803024292,Fayetteville Regional Grannis Field,North-Carolina,6.13,4.97
673,Richmond,KFCI,37.40650177,-77.52500153,Chesterfield County Airport,Virginia,5.50,4.00
674,Minneapolis,KFCM,44.8272018433,-93.4570999146,Flying Cloud Airport,Minnesota,4.45,4.25
675,Forrest City,KFCY,34.9420013428,-90.7750015259,Forrest City Municipal Airport,Arkansas,3.85,3.55
676,Frederick,KFDK,39.4175987244,-77.3742980957,Frederick Municipal Airport,Maryland,5.15,5.41
677,Winnsboro,KFDW,34.3154983521,-81.1088027954,Fairfield County Airport,Ohio,N/A,4.50
678,Findlay,KFDY,41.0135002136,-83.6687011719,Findlay Airport,Ohio,4.57,3.89
679,Freeport,KFEP,42.2462005615,-89.5820007324,Albertus Airport,Illinois,3.99,3.97
680,Fremont,KFET,41.44910049,-96.52020264,Fremont Municipal Airport,Nebraska,5.09,2.66
681,Atlanta,KFFC,33.3572998047,-84.5718002319,Peachtree City Falcon Field,Georgia,3.43,3.68
682,Fairfield,KFFL,41.0532989502,-91.9788970947,Fairfield Municipal Airport,Iowa,4.95,3.95
683,Fergus Falls,KFFM,46.28440094,-96.15670013,Fergus Falls Municipal Einar Mickelson Field,Minnesota,3.99,3.99
684,Frankfort,KFFT,38.18249893,-84.90470123,Capital City Airport,Kentucky,3.99,3.64
685,Mesa,KFFZ,33.4608001709,-111.7279968262,Falcon Field,Alabama,4.60,3.70
686,Flemingsburg,KFGX,38.5418014526,-83.7434005737,Fleming Mason Airport,Kentucky,3.69,2.99
687,Fernandina Beach,KFHB,30.6117992401,-81.4611968994,Fernandina Beach Municipal Airport,Florida,4.22,2.42
688,Fort Huachuca Sierra Vista,KFHU,31.5884990692,-110.34400177,Sierra Vista Municipal Libby Army Air Field,Arizona,4.95,4.91
689,Clearfield,KFIG,41.0485992432,-78.4131011963,Clearfield Lawrence Airport,Pennsylvania,4.59,3.86
690,Fitchburg,KFIT,42.5541000366,-71.7590026855,Fitchburg Municipal Airport,Massachusetts,4.80,3.98
691,Franklin,KFKL,41.3778991699,-79.8603973389,Venango Regional Airport,Pennsylvania,4.89,3.55
692,Franklin,KFKN,36.6981010437,-76.9038009644,Franklin Municipal John Beverly Rose Airport,Virginia,4.40,3.75
693,Frankfort,KFKR,40.273399353,-86.5622024536,Frankfort Municipal Airport,Indiana,4.50,3.60
694,Fond du Lac,KFLD,43.7711982727,-88.4884033203,Fond du Lac County Airport,Wisconsin,3.92,3.79
695,Flagstaff,KFLG,35.13850021,-111.6709976,Flagstaff Pulliam Airport,Arizona,4.39,4.29
696,Fort Lauderdale,KFLL,26.072599411,-80.1527023315,Fort Lauderdale Hollywood International Airport,Florida,4.09,2.29
697,Florence,KFLO,34.1853981018,-79.7238998413,Florence Regional Airport,South-Carolina,3.46,3.09
698,Flippin,KFLP,36.29090118,-92.59030151,Marion County Regional Airport,Arkansas,4.38,2.99
699,Fallon,KFLX,39.4990997314,-118.7490005493,Fallon Municipal Airport,Nevada,4.09,3.49
700,Fort Meade(Odenton),KFME,39.0853996277,-76.7593994141,Tipton Airport,Maryland,3.95,3.10
701,Fort Morgan,KFMM,40.3335990906,-103.8040008545,Fort Morgan Municipal Airport,Colorado,N/A,3.65
702,Farmington,KFMN,36.7411994934,-108.2300033569,Four Corners Regional Airport,New-Mexico,3.79,3.09
703,Fort Myers,KFMY,26.58659935,-81.8632965088,Page Field,Florida,2.78,3.24
704,Fort Collins/Loveland,KFNL,40.4518013,-105.011001587,Fort Collins Loveland Municipal Airport,Colorado,4.45,3.66
705,Flint,KFNT,42.9654006958,-83.743598938,Bishop International Airport,Michigan,4.90,6.31
706,Flora,KFOA,38.6649017334,-88.4530029297,Flora Municipal Airport,Illinois,5.00,4.00
707,Fort Dodge,KFOD,42.55149841,-94.19259644,Fort Dodge Regional Airport,Iowa,3.65,3.25
708,Topeka,KFOE,38.9509010315,-95.6635971069,Forbes Field,Kansas,5.44,3.78
709,Westhampton Beach,KFOK,40.8437004089,-72.6317977905,Francis S Gabreski Airport,New-York,5.69,5.34
710,Fillmore,KFOM,38.95830154,-112.362999,Fillmore Municipal Airport,Utah,4.01,3.66
711,Fort Pierce,KFPR,27.49510002,-80.36830139,St Lucie County International Airport,Florida,4.15,3.65
712,Rutherfordton,KFQD,35.42819977,-81.93509674,Rutherford Co Marchman Field,North-Carolina,4.29,3.25
713,Farmingdale,KFRG,40.7288017273,-73.4133987427,Republic Airport,New-York,5.70,4.46
714,French Lick,KFRH,38.5061988831,-86.6369018555,French Lick Municipal Airport,Indiana,4.00,3.80
715,Fairmont,KFRM,43.643901825,-94.4156036377,Fairmont Municipal Airport,Minnesota,N/A,3.99
716,Sioux Falls,KFSD,43.5820007324,-96.741897583,Joe Foss Field Airport,South-Dakota,4.99,3.29
717,Fort Smith,KFSM,35.3366012573,-94.367401123,Fort Smith Regional Airport,Arkansas,4.91,5.23
718,Highgate,KFSO,44.94029999,-73.09750366,Franklin County State Airport,Vermont,3.85,4.25
719,Fort Stockton,KFST,30.9157009125,-102.9160003662,Fort Stockton Pecos County Airport,Texas,4.39,3.55
720,Fort Worth,KFTW,32.8198013306,-97.3623962402,Fort Worth Meacham International Airport,Texas,5.10,4.40
721,Atlanta,KFTY,33.7790985107,-84.5214004517,Fulton County Airport Brown Field,Georgia,5.42,4.41
722,Fullerton,KFUL,33.8720016479,-117.980003357,Fullerton Municipal Airport,California,4.18,4.30
723,Frenchville,KFVE,47.2854995728,-68.3127975464,Northern Aroostook Regional Airport,Maine,5.29,4.29
724,Farmville,KFVX,37.35749817,-78.43779755,Farmville Regional Airport,Virginia,4.80,4.14
725,Fort Wayne,KFWA,40.97850037,-85.19509888,Fort Wayne International Airport,Indiana,5.00,4.25
726,Branson West,KFWB,36.698497,-93.402249,Branson West Airport,Missouri,4.49,4.29
727,Fairfield,KFWC,38.3786010742,-88.4126968384,Fairfield Municipal Airport,Illinois,4.75,3.75
728,Sussex,KFWN,41.2001991272,-74.6230010986,Sussex Airport,New-Jersey,4.45,4.25
729,Monongahela,KFWQ,40.2097015381,-79.8313980103,Rostraver Airport,Pennsylvania,N/A,4.10
730,Fort Worth,KFWS,32.5652008057,-97.3080978394,Fort Worth Spinks Airport,Texas,3.50,4.25
731,Fort Lauderdale,KFXE,26.1972999573,-80.1707000732,Fort Lauderdale Executive Airport,Florida,5.48,2.79
732,Forest City,KFXY,43.23469925,-93.62409973,Forest City Municipal Airport,Iowa,N/A,4.35
733,Somerville,KFYE,35.207698822,-89.3945007324,Fayette County Airport,Tennessee,3.60,3.25
734,West Point,KFYJ,37.52119827,-76.76470184,Middle Peninsula Regional Airport,Virginia,4.60,3.89
735,Fayetteville,KFYM,35.0597000122,-86.5640029907,Fayetteville Municipal Airport,Tennessee,4.18,2.62
736,Fayetteville,KFYV,36.0051002502,-94.1700973511,Drake Field,Arkansas,3.48,4.02
737,Fitzgerald,KFZG,31.6837005615,-83.2705001831,Fitzgerald Municipal Airport,Georgia,4.52,4.40
738,Fulton,KFZY,43.3507995605,-76.3880996704,Oswego County Airport,New-York,4.60,4.80
739,Gadsden,KGAD,33.9725990295,-86.0889968872,Northeast Alabama Regional Airport,Alabama,3.90,4.00
740,Gaithersburg,KGAI,39.1683006287,-77.1660003662,Montgomery County Airpark,Maryland,5.40,5.40
741,Galliano,KGAO,29.44479942,-90.26110077,South Lafourche Leonard Miller Jr Airport,Louisiana,3.03,3.08
742,Galesburg,KGBG,40.9379997253,-90.431098938,Galesburg Municipal Airport,Illinois,3.99,3.49
743,Gillette,KGCC,44.3488998413,-105.5390014648,Gillette Campbell County Airport,Wyoming,5.05,4.90
744,Garden City,KGCK,37.9275016785,-100.7239990234,Garden City Regional Airport,Kansas,3.85,2.80
745,Claremore,KGCM,36.2927017212,-95.479598999,Claremore Regional Airport,Oklahoma,3.93,2.68
746,Grand Canyon,KGCN,35.9524002075,-112.1470031738,Grand Canyon National Park Airport,Arizona,4.39,4.29
747,Granbury,KGDJ,32.44440079,-97.81690216,Granbury Regional Airport,Texas,N/A,3.00
748,Glendive,KGDV,47.13869858,-104.8069992,Dawson Community Airport,Montana,4.20,3.75
749,Gladwin,KGDW,43.9706001282,-84.4749984741,Gladwin Zettel Memorial Airport,Michigan,4.21,4.50
750,Georgetown,KGED,38.68920135,-75.35890198,Sussex County Airport,Delaware,4.28,4.15
751,Spokane,KGEG,47.6198997498,-117.533996582,Spokane International Airport,Washington,6.06,5.68
752,Georgetown,KGEO,38.8819007874,-83.8826980591,Brown County Airport,Ohio,4.79,4.29
753,Glendale,KGEU,33.5269012451,-112.2949981689,Glendale Municipal Airport,Arizona,4.55,4.95
754,Jefferson,KGEV,36.4323997498,-81.4197006226,Ashe County Airport,North-Carolina,3.75,3.55
755,Greybull,KGEY,44.51679993,-108.0830002,South Big Horn County Airport,Wyoming,4.89,4.79
756,Shelbyville,KGEZ,39.58319855,-85.80480194,Shelbyville Municipal Airport,Indiana,N/A,4.89
757,Grand Forks,KGFK,47.9492988586,-97.1761016846,Grand Forks International Airport,North-Dakota,5.35,5.25
758,Glens Falls,KGFL,43.3412017822,-73.6102981567,Floyd Bennett Memorial Airport,New-York,4.65,4.90
759,Georgetown,KGGE,33.3116989136,-79.3196029663,Georgetown County Airport,South-Carolina,4.55,3.96
760,Longview,KGGG,32.3839988708,-94.7115020752,East Texas Regional Airport,Texas,4.20,3.20
761,Grinnell,KGGI,41.7092018127,-92.7349014282,Grinnell Regional Airport,Iowa,4.00,3.50
762,Glasgow,KGGW,48.2125015259,-106.6149978638,Wokal Field Glasgow International Airport,Montana,4.00,3.60
763,Marshfield,KGHG,42.0983009338,-70.672203064,Marshfield Municipal George Harlow Field,Massachusetts,4.44,3.34
764,Grangeville,KGIC,45.94260025,-116.1230011,Idaho County Airport,Idaho,5.40,5.25
765,Grand Junction,KGJT,39.1223983765,-108.527000427,Grand Junction Regional Airport,Colorado,4.20,4.50
766,Meadville,KGKJ,41.62649918,-80.21469879,Port Meadville Airport,Pennsylvania,4.47,N/A
767,Sevierville,KGKT,35.85779953,-83.5287017822,Gatlinburg Pigeon Forge Airport,Tennessee,4.60,4.50
768,Arlington,KGKY,32.663898468,-97.0942993164,Arlington Municipal Airport,Oregon,3.40,3.74
769,Goodland,KGLD,39.37060165,-101.6989975,Renner Field-Goodland Municipal Airport,Kansas,3.86,2.89
770,Gainesville,KGLE,33.6514015198,-97.1969985962,Gainesville Municipal Airport,Texas,2.99,1.95
771,Greenville,KGLH,33.4828987122,-90.9856033325,Mid Delta Regional Airport,Mississippi,4.88,4.89
772,Gaylord,KGLR,45.0135002136,-84.7035980225,Gaylord Regional Airport,Michigan,4.80,4.94
773,Galveston,KGLS,29.2653007507,-94.8603973389,Scholes International At Galveston Airport,Texas,4.35,3.99
774,Glasgow,KGLW,37.03179932,-85.9536972,Glasgow Municipal Airport,Kentucky,4.65,4.25
775,Clinton,KGLY,38.3566017151,-93.6841964722,Clinton Memorial Airport,Missouri,3.70,2.65
776,Grove,KGMJ,36.60680008,-94.73860168,Grove Municipal Airport,Oklahoma,3.01,2.67
777,Greenville,KGMU,34.8479003906,-82.3499984741,Greenville Downtown Airport,South-Carolina,4.53,5.08
778,Granby,KGNB,40.0896987915,-105.9169998169,Granby Grand County Airport,Colorado,4.10,3.37
779,Seminole,KGNC,32.6753005981,-102.6529998779,Gaines County Airport,Texas,N/A,3.40
780,Grenada,KGNF,33.8325004578,-89.7982025146,Grenada Municipal Airport,Mississippi,4.40,3.90
781,Gooding,KGNG,42.91719818,-114.7649994,Gooding Municipal Airport,Idaho,3.99,2.99
782,Grants,KGNT,35.167301178,-107.9020004272,Grants Milan Municipal Airport,New-Mexico,3.79,2.90
783,Gainesville,KGNV,29.6900997162,-82.2717971802,Gainesville Regional Airport,Florida,3.71,4.07
784,Guthrie,KGOK,35.84980011,-97.41560364,Guthrie-Edmond Regional Airport,Oklahoma,3.45,3.95
785,Groton (New London),KGON,41.3301010132,-72.0450973511,Groton New London Airport,Connecticut,5.10,4.47
786,Grass Valley,KGOO,39.2239990234,-121.0029983521,Nevada County Air Park,California,3.91,4.43
787,Grayling,KGOV,44.6803016663,-84.7288970947,Grayling Army Air Field,Michigan,4.75,4.75
788,Mosby,KGPH,39.33250046,-94.30960083,Midwest National Air Center Airport,Missouri,2.99,3.49
789,Kalispell,KGPI,48.3105010986,-114.2559967041,Glacier Park International Airport,Montana,4.70,4.26
790,Grand Prairie,KGPM,32.6987991333,-97.0468978882,Grand Prairie Municipal Airport,Texas,3.19,3.43
791,Gulfport,KGPT,30.4073009491,-89.070098877,Gulfport Biloxi International Airport,Mississippi,6.29,5.89
792,Grand Rapids,KGPZ,47.21110153,-93.50980377,Grand Rapids Itasca Co-Gordon Newstrom field,Minnesota,4.89,4.35
793,Galion,KGQQ,40.7533988953,-82.7238006592,Galion Municipal Airport,Ohio,4.95,3.80
794,Green Bay,KGRB,44.4850997925,-88.1296005249,Austin Straubel International Airport,Wisconsin,3.99,4.19
795,Greenwood,KGRD,34.2486991882,-82.1591033936,Greenwood County Airport,South-Carolina,3.98,3.39
796,Grand Island,KGRI,40.9674987793,-98.3096008301,Central Nebraska Regional Airport,Nebraska,3.98,2.99
797,Grand Rapids,KGRR,42.88079834,-85.52279663,Gerald R. Ford International Airport,Michigan,6.19,6.19
798,Goshen,KGSH,41.5264015198,-85.7929000854,Goshen Municipal Airport,Indiana,3.79,3.35
799,Greensboro,KGSO,36.0978012085,-79.9373016357,Piedmont Triad International Airport,North-Carolina,3.65,3.25
